date,value
2022-07-10,14.732061324394405
2022-07-11,16.248867250215056
2022-07-12,15.760161603827553
2022-07-13,17.984902488830077
2022-07-14,15.579640032537771
2022-07-15,16.838577368394134
2022-07-16,18.049492320247058
2022-07-17,19.491215656540273
2022-07-18,18.090625174376196
2022-07-19,17.80790441635288
2022-07-20,20.425942684284465
2022-07-21,17.25245762122526
2022-07-22,16.630554786469663
2022-07-23,19.370819377845145
2022-07-24,18.50225776038826
2022-07-25,
2022-07-26,19.774700005513772
2022-07-27,19.298486585304985
2022-07-28,18.450649057340904
2022-07-29,17.66647760323344
2022-07-30,19.723778484313424
2022-07-31,19.379175331082894
2022-08-01,18.48134721042368
2022-08-02,20.253535621872153
2022-08-03,17.139090074697773
2022-08-04,16.463037793304448
2022-08-05,17.054496485067748
2022-08-06,17.438577833147015
2022-08-07,17.44675887360176
2022-08-08,16.664619150138197
2022-08-09,16.945306290630118
2022-08-10,15.015932383851084
2022-08-11,17.37422289080443
2022-08-12,15.502063452857431
2022-08-13,16.348093526717374
2022-08-14,15.21503051989326
2022-08-15,14.967616878938793
2022-08-16,14.718383817855086
2022-08-17,14.2354203375245
2022-08-18,14.073012466943478
2022-08-19,14.407623355142972
2022-08-20,12.930864897517637
2022-08-21,13.108956975828049
2022-08-22,11.987552968743218
2022-08-23,13.208389881781123
2022-08-24,10.798357821127528
2022-08-25,12.99941814840228
2022-08-26,10.900955959547545
2022-08-27,9.273434414559944
2022-08-28,10.617303272044051
2022-08-29,9.616339942638
2022-08-30,10.970608852835493
2022-08-31,9.335334732420684
2022-09-01,9.426082404909307
2022-09-02,7.894090147342236
2022-09-03,9.270337651927006
2022-09-04,7.265858512845197
2022-09-05,8.101282502365219
2022-09-06,10.469512495653264
2022-09-07,10.547224880518382
2022-09-08,10.267411096776257
2022-09-09,8.983335127992282
2022-09-10,10.038255120282008
2022-09-11,10.244629737771213
2022-09-12,9.277905599771575
2022-09-13,12.15249369499346
2022-09-14,11.762943633537526
2022-09-15,10.923503002843429
2022-09-16,11.451250236425443
2022-09-17,11.932147686334188
2022-09-18,9.999314580981993
2022-09-19,12.127319733417636
2022-09-20,12.040310609627573
2022-09-21,12.080927940978698
2022-09-22,13.172190463718085
2022-09-23,15.630184438616597
2022-09-24,14.858938722167235
2022-09-25,14.03679567229014
2022-09-26,15.572582781356145
